State Name,Constitution Assembly,Candidate Name,Party Name,Status,Obtained Votes,Difference Votes,Img urls,Party Short Names,party_color
Andhra Pradesh,Guntur - 13,KILARI VENKATA ROSAIAH,Yuvajana Sramika Rythu Congress Party,lost,520253 ,( -344695),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KILAR-2024-5708.jpg,YSRCP,#96FF33
Andhra Pradesh,Guntur - 13,JANGALA AJAY KUMAR,Communist Party of India,lost,8637 ,( -856311),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JANGA-2024-7344.jpg,CPOI,#33FFF5
Andhra Pradesh,Guntur - 13,SIVAREDDY. ENDREDDY,Navataram Party,lost,5629 ,( -859319),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SIVAR-2024-7707.jpg,NP,#33FF57
Andhra Pradesh,Guntur - 13,TENALI PRAKASH,Bahujan Samaj Party,lost,4272 ,( -860676),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TENAL-2024-7670.jpg,BSP,#33FFF5
Andhra Pradesh,Guntur - 13,SIKHAKOLLI HEMA GOWRI SHANKAR,Jatiya Jana Sena Party,lost,1964 ,( -862984),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/HEMAG-2024-8856.jpg,JJSP,#FF3335
Andhra Pradesh,Guntur - 13,SAMUDRALA CHINNA KOTAIAH,Jaibhim Rao Bharat Party,lost,1753 ,( -863195),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SAMUD-2024-7690.jpg,JRBP,#33FFAA
Andhra Pradesh,Guntur - 13,UMAR BHASHA SHAIK,Jana Sahayaka Sakthi,lost,1275 ,( -863673),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/UMARB-2024-7767.jpg,JSS,#F533FF
Andhra Pradesh,Guntur - 13,SYED. SAIDA,Navarang Congress Party,lost,1222 ,( -863726),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SYEDS-2024-6739.jpg,NCP,#FF9633
Andhra Pradesh,Guntur - 13,AMBATI CHALAMAIAH,Pyramid Party of India,lost,1031 ,( -863917),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHALA-2024-5484.jpg,PPOI,#FF5733
Andhra Pradesh,Guntur - 13,PILLI BABU RAO,Independent,lost,692 ,( -864256),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PILLI-2024-7679.jpg,IND,#AEBEDF
Andhra Pradesh,Guntur - 13,HARI VENKATA SATISH  KURNALA,Jai Bharat National Party,lost,542 ,( -864406),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/HARIV-2024-8377.jpg,JBNP,#33FFF5
Andhra Pradesh,Guntur - 13,VISHNU REDDY LANKIREDDY,Bengaluru Nava Nirmana Party,lost,461 ,( -864487),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VISHN-2024-7085.jpg,BNNP,#FF3333
Andhra Pradesh,Guntur - 13,EMANI. CHANDRASEKHAR RAO,Navodayam Party,lost,414 ,( -864534),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/EMANI-2024-8349.jpg,NP,#33FF96
Andhra Pradesh,Guntur - 13,SHAIK. KHAJAVALI,Independent,lost,391 ,( -864557),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SHAIK-2024-7051.jpg,IND,#AEBEDF
Andhra Pradesh,Guntur - 13,CHALLAPALLI RATAN RAJU,Viduthalai Chiruthaigal Katchi,lost,378 ,( -864570),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RATAN-2024-8879.jpg,VCK,#96FF33
Andhra Pradesh,Guntur - 13,KANNEBOYINA VAMSI KRISHNA YADAV,Independent,lost,375 ,( -864573),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KANNE-2024-7666.jpg,IND,#AEBEDF
Andhra Pradesh,Guntur - 13,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,Andhra Pradesh Rashtra Samithi,lost,358 ,( -864590),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MOHAM-2024-6881.jpg,APRS,#F5FF33
Andhra Pradesh,Guntur - 13,GAYATRI AUDHIPUDI,Independent,lost,357 ,( -864591),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GAYAT-2024-5539.jpg,IND,#AEBEDF
Andhra Pradesh,Guntur - 13,SHAIK ASLAM AKTHER,Independent,lost,335 ,( -864613),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SHAIK-2024-5576.jpg,IND,#AEBEDF
Andhra Pradesh,Guntur - 13,ASHOK ANAND GALI,Independent,lost,335 ,( -864613),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ASHOK-2024-8539.jpg,IND,#AEBEDF
Andhra Pradesh,Guntur - 13,PATHAN KHAJA (BASHA),Telugu Rajadhikara Samiti Party,lost,332 ,( -864616),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PATHA-2024-8413.jpg,TRSP,#335AFF
Andhra Pradesh,Guntur - 13,BURAGA RATNAM,Loktantrik Janta Dal,lost,316 ,( -864632),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BURAG-2024-8833.jpg,LJD,#FF3335
Andhra Pradesh,Guntur - 13,AMARTHALURI VENKATESWARA RAO.,Marxist Communist Party of India (United),lost,312 ,( -864636),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/AMART-2024-7363.jpg,MCPOI,#33FFAA
Andhra Pradesh,Guntur - 13,DR. RAYAPUDI RAJESH VIJAY KUMAR,Indian Labour Party (Ambedkar Phule),lost,310 ,( -864638),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DRRAJ-2024-6783.jpg,ILP,#335AFF
Andhra Pradesh,Guntur - 13,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,Independent,lost,268 ,( -864680),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VENKA-2024-7829.jpg,IND,#AEBEDF
Andhra Pradesh,Guntur - 13,SIVA PARVATHI,Independent,lost,266 ,( -864682),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MALLE-2024-8917.jpg,IND,#AEBEDF
Andhra Pradesh,Guntur - 13,BOMMASANI MUTYALA RAO,All Peoples Party,lost,207 ,( -864741),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BOMMA-2024-7025.jpg,APP,#3357FF
Andhra Pradesh,Guntur - 13,SRIKRISHNA AKKISETTI,Independent,lost,179 ,( -864769),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/AKKIS-2024-20240423125153.jpg,IND,#AEBEDF
Andhra Pradesh,Guntur - 13,MADAVARAPU NAGA RAJU,Independent,lost,172 ,( -864776),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MADAV-2024-20240426061642.jpg,IND,#AEBEDF
Andhra Pradesh,Guntur - 13,NOTA,None of the Above,,7387 ,( -857561),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Hindupur - 20,B K PARTHASARATHI,Telugu Desam,won,725534 ,(+ 132427),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BKPAR-2024-6822.jpg,TD,#33FF96
Andhra Pradesh,Hindupur - 20,J SHANTHA,Yuvajana Sramika Rythu Congress Party,lost,593107 ,( -132427),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JSHAN-2024-5286.jpg,YSRCP,#96FF33
Andhra Pradesh,Hindupur - 20,B A SAMAD SHAHEEN,Indian National Congress,lost,55059 ,( -670475),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BASAM-2024-7727.jpg,INC,#19AAED
Andhra Pradesh,Hindupur - 20,BHAGYA R S,Bahujan Samaj Party,lost,8015 ,( -717519),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BHAGY-2024-7735.jpg,BSP,#33FFF5
Andhra Pradesh,Hindupur - 20,PRATHAP REDDY GORLA,Independent,lost,5444 ,( -720090),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PRATH-2024-8569.jpg,IND,#AEBEDF
Andhra Pradesh,Hindupur - 20,H D HANUMANTHE GOWD,Independent,lost,2278 ,( -723256),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/HDHAN-2024-8556.jpg,IND,#AEBEDF
Andhra Pradesh,Hindupur - 20,ANJINAPPA GARI SREENIVASULU,Revolutionary Socialist Party,lost,2051 ,( -723483),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ASREE-2024-7297.jpg,RSP,#FF5733
Andhra Pradesh,Hindupur - 20,S N SURESH,Independent,lost,1631 ,( -723903),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SURES-2024-8527.jpg,IND,#AEBEDF
Andhra Pradesh,Hindupur - 20,DASAGANIPALLI KULLAYAPPA,Independent,lost,1328 ,( -724206),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DKULL-2024-6846.jpg,IND,#AEBEDF
Andhra Pradesh,Hindupur - 20,ASHOK,Socialist Unity Centre Of India (COMMUNIST),lost,1292 ,( -724242),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ASHOK-2024-7227.jpg,SUCOI,#F533FF
Andhra Pradesh,Hindupur - 20,T SUDHAKAR REDDY,Independent,lost,1237 ,( -724297),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TADIM-2024-8515.jpg,IND,#AEBEDF
Andhra Pradesh,Hindupur - 20,S RAGHUNATHA REDDY,Independent,lost,710 ,( -724824),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SRAGH-2024-6895.jpg,IND,#AEBEDF
Andhra Pradesh,Hindupur - 20,BUDILI DHANUNJAYA,National Nava Kranthi Party,lost,682 ,( -724852),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DHANU-2024-7716.jpg,NNKP,#33FF57
Andhra Pradesh,Hindupur - 20,NOTA,None of the Above,,17971 ,( -707563),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Kadapa - 21,Y. S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party,won,605143 ,(+ 62695),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YSA-2024-20240429105555.jpg,YSRCP,#96FF33
Andhra Pradesh,Kadapa - 21,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,Telugu Desam,lost,542448 ,( -62695),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHADI-2024-20240429105457.jpg,TD,#33FF96
Andhra Pradesh,Kadapa - 21,Y.S. SHARMILA REDDY,Indian National Congress,lost,141039 ,( -464104),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YSS-2024-20240429105616.jpg,INC,#19AAED
Andhra Pradesh,Kadapa - 21,PANDITI. GURAPPA.,Bahujan Samaj Party,lost,3810 ,( -601333),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PANDI-2024-20240429105749.jpg,BSP,#33FFF5
Andhra Pradesh,Kadapa - 21,VENU GOPAL RACHINENI,Rashtriya Praja Congress  (Secular),lost,3570 ,( -601573),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VENUG-2024-20240429105719.jpg,RPC,#3357FF
Andhra Pradesh,Kadapa - 21,CHINNAPUREDDY GOPALA KRISHNA REDDY,Independent,lost,2430 ,( -602713),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHINN-2024-20240429105638.jpg,IND,#AEBEDF
Andhra Pradesh,Kadapa - 21,KUNCHAM. VENKATA SUBBA REDDY,Rayalaseema Rashtra Samithi,lost,2333 ,( -602810),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KUNCH-2024-20240429105703.jpg,RRS,#FF33A6
Andhra Pradesh,Kadapa - 21,L. KHAJA HUSSAIN,Independent,lost,1088 ,( -604055),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/LKHA-2024-20240429105731.jpg,IND,#AEBEDF
Andhra Pradesh,Kadapa - 21,ANKIREDDY. SURESH KUMAR REDDY.,All India Forward Bloc,lost,755 ,( -604388),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ANKIR-2024-20240429105836.jpg,AIFB,#FF9633
Andhra Pradesh,Kadapa - 21,KAKARLA SHANMUKHA REDDY,Independent,lost,647 ,( -604496),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KAKAR-2024-20240429105535.jpg,IND,#AEBEDF
Andhra Pradesh,Kadapa - 21,PALLE RAMESH,Jaibhim Rao Bharat Party,lost,624 ,( -604519),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PALLE-2024-20240429105933.jpg,JRBP,#33FFAA
Andhra Pradesh,Kadapa - 21,CHAN BASHA. S,Anna YSR Congress Party,lost,439 ,( -604704),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHANB-2024-20240429105523.jpg,AYCP,#9633FF
Andhra Pradesh,Kadapa - 21,J. V. RAMANA,Jaathia Chethi Vruthula Ikya Vedika Party,lost,434 ,( -604709),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JVR-2024-20240429105650.jpg,JCVIVP,#FF3333
Andhra Pradesh,Kadapa - 21,MALIKIREDDY. HANUMANTHA REDDY,Jana Sahayaka Sakthi,lost,369 ,( -604774),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MALIK-2024-20240429105900.jpg,JSS,#F533FF
Andhra Pradesh,Kadapa - 21,NOTA,None of the Above,,16846 ,( -588297),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Kakinada - 6,TANGELLA UDAY SRINIVAS  (TEA TIME UDAY),Janasena Party,won,729699 ,(+ 229491),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TANGE-2024-20240429114853.jpg,JP,#33FFF5
Andhra Pradesh,Kakinada - 6,CHALAMALASETTY SUNIL,Yuvajana Sramika Rythu Congress Party,lost,500208 ,( -229491),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHALA-2024-20240429114932.jpg,YSRCP,#96FF33
Andhra Pradesh,Kakinada - 6,MALLIPUDI MANGAPATI PALLAM RAJU,Indian National Congress,lost,21109 ,( -708590),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MALLI-2024-20240429114809.jpg,INC,#19AAED
Andhra Pradesh,Kakinada - 6,UDAY,Navarang Congress Party,lost,15703 ,( -713996),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/UDAYA-2024-20240429114951.jpg,NCP,#FF9633
Andhra Pradesh,Kakinada - 6,KANDREGULA NARASIMHAM,Bahujan Samaj Party,lost,11979 ,( -717720),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KANDR-2024-20240429115041.jpg,BSP,#33FFF5
Andhra Pradesh,Kakinada - 6,DR ANUSHA YADAV,Bharatha Chaitanya Yuvajana Party,lost,9854 ,( -719845),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DRANU-2024-20240429114628.jpg,BCYP,#9633FF
Andhra Pradesh,Kakinada - 6,TANGELLA SRINIVASU,Jatiya Jana Sena Party,lost,6559 ,( -723140),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TANGE-2024-20240429114834.jpg,JJSP,#FF3335
Andhra Pradesh,Kakinada - 6,YEDIDA VARA PRASAD KUMAR,Republican Party of India (A),lost,3927 ,( -725772),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YEDID-2024-20240429114752.jpg,RPOI,#3357FF
Andhra Pradesh,Kakinada - 6,BUGATHA BANGARRAO,Communist Party of India  (Marxist-Leninist)  (Liberation),lost,2823 ,( -726876),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BUGAT-2024-20240429114913.jpg,CPOI,#F533FF
Andhra Pradesh,Kakinada - 6,SUDHA VEERA GANESH,Independent,lost,2647 ,( -727052),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SUDHA-2024-20240429115103.jpg,IND,#AEBEDF
Andhra Pradesh,Kakinada - 6,BHAVANI SANKAR PRASAD MERLA,Independent,lost,1969 ,( -727730),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BHAVA-2024-20240429114614.jpg,IND,#AEBEDF
Andhra Pradesh,Kakinada - 6,YENUGUPALLI KRISHNA,Jaibhim Rao Bharat Party,lost,1780 ,( -727919),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YENUG-2024-20240429114731.jpg,JRBP,#33FFAA
Andhra Pradesh,Kakinada - 6,BODDETI APPARAO,Independent,lost,1687 ,( -728012),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BODDE-2024-20240429114716.jpg,IND,#AEBEDF
Andhra Pradesh,Kakinada - 6,NEELAKANTAM DONAM,Independent,lost,1412 ,( -728287),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NEELA-2024-20240429115015.jpg,IND,#AEBEDF
Andhra Pradesh,Kakinada - 6,PASUPULETI S.V.S.BHUSHANAM,Independent,lost,1227 ,( -728472),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PASUP-2024-20240429114652.jpg,IND,#AEBEDF
Andhra Pradesh,Kakinada - 6,NOTA,None of the Above,,17220 ,( -712479),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Kurnoolu - 18,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,won,658914 ,(+ 111298),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BASTI-2024-5546.jpg,TD,#33FF96
Andhra Pradesh,Kurnoolu - 18,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,lost,547616 ,( -111298),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YELLA-2024-8071.jpg,YSRCP,#96FF33
Andhra Pradesh,Kurnoolu - 18,P.G.RAMPULLAIAH YADAV LUCKY-2,Indian National Congress,lost,70373 ,( -588541),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PGR-2024-7170.jpg,INC,#19AAED
Andhra Pradesh,Kurnoolu - 18,MANCHALA LAKSHMI NARAYANA,Bahujan Samaj Party,lost,8589 ,( -650325),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MANCH-2024-8082.jpg,BSP,#33FFF5
Andhra Pradesh,Kurnoolu - 18,BOYA SURESH,Independent,lost,5900 ,( -653014),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BOYAS-2024-8732.jpg,IND,#AEBEDF
Andhra Pradesh,Kurnoolu - 18,T. BEECHUPALLI,Independent,lost,5127 ,( -653787),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TBEEC-2024-5564.jpg,IND,#AEBEDF
Andhra Pradesh,Kurnoolu - 18,VIJAYA BHASKAR .REDDYPOGU,Independent,lost,3508 ,( -655406),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VIJAY-2024-6811.jpg,IND,#AEBEDF
Andhra Pradesh,Kurnoolu - 18,PAGADALA KODANDA,Independent,lost,3076 ,( -655838),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KODAN-2024-7538.jpg,IND,#AEBEDF
Andhra Pradesh,Kurnoolu - 18,DEVARAPOGU MADDILETY,Independent,lost,2582 ,( -656332),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DEVAR-2024-8728.jpg,IND,#AEBEDF
Andhra Pradesh,Kurnoolu - 18,PRAKASH REDDY RALAMPADU,Independent,lost,2225 ,( -656689),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RALAM-2024-8620.jpg,IND,#AEBEDF
Andhra Pradesh,Kurnoolu - 18,JAHANGIR AHMED,Social Democratic Party Of India,lost,2074 ,( -656840),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JAHAN-2024-7166.jpg,SDPOI,#FF3333
Andhra Pradesh,Kurnoolu - 18,DR. REDDYPOGU PRAVEEN KUMAR,Independent,lost,1856 ,( -657058),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DRRE-2024-8086.jpg,IND,#AEBEDF
Andhra Pradesh,Kurnoolu - 18,ABDUL SATTAR  A.S.R,Anna YSR Congress Party,lost,1601 ,( -657313),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GAJUL-2024-8079.jpg,AYCP,#9633FF
Andhra Pradesh,Kurnoolu - 18,VALMIKI ARJUNA,Bharatha Chaitanya Yuvajana Party,lost,1390 ,( -657524),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VALMI-2024-8074.jpg,BCYP,#9633FF
Andhra Pradesh,Kurnoolu - 18,URUKUNDU VADDE,Independent,lost,1295 ,( -657619),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/URUKU-2024-7146.jpg,IND,#AEBEDF
Andhra Pradesh,Kurnoolu - 18,MALLEPOGU NAGANNA,Socialist Unity Centre Of India (COMMUNIST),lost,1164 ,( -657750),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NAGAN-2024-5953.jpg,SUCOI,#F533FF
Andhra Pradesh,Kurnoolu - 18,SUNKARA SREEDHAR,Jai Bharat National Party,lost,1163 ,( -657751),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SUNKA-2024-8084.jpg,JBNP,#33FFF5
Andhra Pradesh,Kurnoolu - 18,TARIGOPULA RAJABABU,All Peoples Party,lost,1033 ,( -657881),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TARIG-2024-7153.jpg,APP,#3357FF
Andhra Pradesh,Kurnoolu - 18,AMRUTH KUMAR SALKAPURAM,Liberation Congress Party,lost,783 ,( -658131),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/AMRUT-2024-8065.jpg,LCP,#33FF57
Andhra Pradesh,Kurnoolu - 18,NOTA,None of the Above,,10511 ,( -648403),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Machilipatnam - 11,BALASHOWRY VALLABHANENI,Janasena Party,won,724439 ,(+ 223179),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BALAS-2024-7952.jpg,JP,#33FFF5
Andhra Pradesh,Machilipatnam - 11,SIMHADRI CHANDRA SEKHAR RAO,Yuvajana Sramika Rythu Congress Party,lost,501260 ,( -223179),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SIMHA-2024-6919.jpg,YSRCP,#96FF33
Andhra Pradesh,Machilipatnam - 11,GOLLU KRISHNA,Indian National Congress,lost,31825 ,( -692614),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GOLLU-2024-7976.jpg,INC,#19AAED
Andhra Pradesh,Machilipatnam - 11,BAAL SHOURI CHODABATHINA,Jatiya Jana Sena Party,lost,11141 ,( -713298),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BAALS-2024-9130.jpg,JJSP,#FF3335
Andhra Pradesh,Machilipatnam - 11,DEVAMANI DEVARAPALLI,Bahujan Samaj Party,lost,10028 ,( -714411),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DEVAM-2024-6999.jpg,BSP,#33FFF5
Andhra Pradesh,Machilipatnam - 11,KOMMARAJU SIVA NARASIMHA RAO,All India Forward Bloc,lost,5254 ,( -719185),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KOMMA-2024-8996.jpg,AIFB,#FF9633
Andhra Pradesh,Machilipatnam - 11,VALLABHANENI NAGA PAVAN KUMAR,Independent,lost,5220 ,( -719219),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VALLA-2024-7455.jpg,IND,#AEBEDF
